invoiceKey,invoiceNumber,organization,orgMatch,issueDate,currency,milestone,amountEur,amountRon,tier,confidence,proposedPartNumber,proposedContractRef,amountMatchedOn,trackerYear,issuer,trackerDescription,invoiceServiceText,candidateCount,reason,topCandidates,lineProposals
accounting:BT.R.BIT_ 86,BT.R.BIT_ 86,DONA. LOGISTICA S.A.,exact,2025-12-23,RON,,1539.65,9479.01,DETERMINISTIC,HIGH,BLUE-MDR-C-725,296/6.8.2024,,2024,BSS,servicii de MDR,"SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 ACT ADITIONAL NR. 2 DIN 3.9.2025 , 1539.65 EUR+TVA la cursul BNR 5",2,org exact; unique part# via contract 296,"[{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""296/6.8.2024"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""ACT ADITIONAL NR. 2 DIN 3.9.2025 la cont"",""desc"":""servicii de MDR""}]",
accounting:BT.R.BIT 87,BT.R.BIT 87,DONA. LOGISTICA S.A.,exact,2025-12-23,RON,,1539.65,9479.01,DETERMINISTIC,HIGH,BLUE-MDR-C-725,296/6.8.2024,,2024,BSS,servicii de MDR,"SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 ACT ADITIONAL NR. 2 DIN 3.9.2025 , 1539.65 EUR+TVA la cursul BNR 5",2,org exact; unique part# via contract 296,"[{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""296/6.8.2024"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""ACT ADITIONAL NR. 2 DIN 3.9.2025 la cont"",""desc"":""servicii de MDR""}]",
accounting:BT.R.BIT 88,BT.R.BIT 88,DONA MARKETING GRUP SRL,none,2025-12-23,RON,,659.85,4062.43,UNRESOLVED,NONE,,,,,,,"SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 ACT ADITIONAL NR. 2 DIN 3.9.2025 , 659.85 EUR+TVA la cursul BNR 5.",0,org not found in tracker,[],
accounting:BT.R.BIT 89,BT.R.BIT 89,DONA. CARGO S.R.L.,exact,2025-12-23,RON,,439.9,2708.29,SCORED,LOW,RED-NIS-C-PEN-300,264/04.05.2023,,2023,BSS,servicii de audit + pentest nis,"SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 ACT ADITIONAL NR. 2 DIN 3.9.2025 , 439.90 EUR+TVA la cursul BNR 5.",2,org exact; score=1 margin=0 on []; 2 distinct part# near top,"[{""pn"":""RED-NIS-C-PEN-300"",""score"":1,""on"":[],""ref"":""264/04.05.2023"",""desc"":""servicii de audit + pentest nis""},{""pn"":""RED-NIS-C-AUDIT-300"",""score"":1,""on"":[],""ref"":""264/04.05.2023"",""desc"":""servicii de audit + pentest nis""}]",
accounting:BT.R.BIT 90,BT.R.BIT 90,SANVERO HEALTHCARE S.R.L.,none,2025-12-23,RON,,219.95,1354.15,UNRESOLVED,NONE,,,,,,,"SERVICII CONTRACT-CADRU DE PRESTARI SERVICII SERVICII CONTRACT-CADRU DE PRESTARI SERVICII Ctr. NR. 296 / 06.08.2024, 219.95 EUR+TVA la cursul BNR 5.0881",0,org not found in tracker,[],
accounting:BT.R.BIT 91,BT.R.BIT 91,SILKWEB S.A.,exact,2025-12-23,RON,,625,3847.87,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,"SERVICII ACT ADITIONAL NR. 7 DIN 25.3.2025 SERVICII ACT ADITIONAL NR. 7 DIN 25.3.2025 CONTRACT DE PRESTARI SERVICII Nr. 195/29.06.2021, 625 EUR+TVA la cursul BN",1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.R.BIT 92,BT.R.BIT 92,SILKWEB S.A.,exact,2025-12-23,RON,,1350,8311.41,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,"SERVICII ACT ADITIONAL NR. 8 DIN 25.03.2025 SERVICII ACT ADITIONAL NR. 8 DIN 25.03.2025 CONTRACT DE PRESTARI SERVICII Nr. 195/29.06.2021, 1350 EUR+TVA la cursul",1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.R.BIT 93,BT.R.BIT 93,UNITED MEDIA SERVICES SRL,exact,2025-12-23,RON,,1250,7695.75,SCORED,HIGH,BLUE-MDR-C-119,CONTRACT-CADRU DE PRESTARI SERVICII NR. 346/7.7.2025,final,2025,BSS,Servicii de monitorizare MDR,SERVICII CONTRACT DE PRESTARI SERVICII NR. 346/7.7.2025 SERVICII CONTRACT DE PRESTARI SERVICII NR. 346/7.7.2025 1250 EUR+TVA la cursul BNR 5.0881,6,"org exact; score=85 margin=32 on [contract#, amount~final, data final (141d)]; 1 distinct part# near top","[{""pn"":""BLUE-MDR-C-119"",""score"":85,""on"":[""contract#"",""amount~final"",""data final (141d)""],""ref"":""CONTRACT-CADRU DE PRESTARI SERVICII NR. "",""desc"":""Servicii de monitorizare MDR""},{""pn"":""RED-VA-I-S-100"",""score"":53,""on"":[""contract#"",""data final (153d)""],""ref"":""CONTRACT-CADRU DE PRESTARI SERVICII NR. "",""desc"":""VA""},{""pn"":""PHISH-T-FM-FM-100-12"",""score"":53,""on"":[""contract#"",""data final (153d)""],""ref"":""CONTRACT-CADRU DE PRESTARI SERVICII NR. "",""desc"":""Phish Enterprise - Training anual si 1 campanie phish trimes""}]",
accounting:BT.R.BIT 94,BT.R.BIT 94,KEYSIGHT TECHNOLOGIES RO SRL,exact,2025-12-23,RON,,6000,36939.61,SCORED,MEDIUM,KS-MM-RD-2,NO. 5 OF 04.10.2023,final,2023,BSS,RECURRENT INFORMATION SECURITY SERVICES,"PENETRATION TESTING SERVICES FOR DEC 2025 PENETRATION TESTING SERVICES FOR DEC 2025 Purchase Order Number 9068003039, 6000 EUR+TVA la cursul BNR 5.0881",25,"org exact; score=34 margin=30 on [amount~final, data final (141d)]; 1 distinct part# near top","[{""pn"":""KS-MM-RD-2"",""score"":34,""on"":[""amount~final"",""data final (141d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":4,""on"":[""data final (355d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":4,""on"":[""data final (324d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.R.BIT 95,BT.R.BIT 95,ORANGE ROMANIA SA,exact,2025-12-23,RON,,,14363.35,SCORED,LOW,PHISH-P-L-YY-F-<410>-<12>,18.02.2026,,2026,BSS,Phish Enterprise Fully-Managed Monthly License,"SERVICII CONFORM: PO PO00120051 24/7 SERVICII CONFORM: PO PO00120051 24/7 O1250396 Incident Notification Hotline, Incident Response Readiness Assessment, Traini",42,org exact; score=10 margin=1 on [data final (78d)]; 30 distinct part# near top,"[{""pn"":""PHISH-P-L-YY-F-<410>-<12>"",""score"":10,""on"":[""data final (78d)""],""ref"":""18.02.2026"",""desc"":""Phish Enterprise Fully-Managed Monthly License""},{""pn"":""ORO-TEM-DEV-100"",""score"":9,""on"":[""data final (69d)""],""ref"":"""",""desc"":""Gestionarea modificărilor și solicitările de\nservicii noi""},{""pn"":""RED-PEN-B-E-B-9"",""score"":9,""on"":[""data final (71d)""],""ref"":""04.09.2025"",""desc"":""servicii de pentest""}]",
accounting:BT.R.BIT 96,BT.R.BIT 96,ORANGE ROMANIA SA,exact,2025-12-23,RON,,1500,9234.9,SCORED,LOW,ORO-TEM-DEV-100,,,2025,BSS,Gestionarea modificărilor și solicitările de servicii noi,"SERVICII CONFORM PO00124685 SERVICII CONFORM PO00124685 O1250399 Servicii Incident Response Advance, UP ROMANIA, 1500 EUR+TVA la cursul BNR 5.0881",32,org exact; score=9 margin=0 on [data final (69d)]; 25 distinct part# near top,"[{""pn"":""ORO-TEM-DEV-100"",""score"":9,""on"":[""data final (69d)""],""ref"":"""",""desc"":""Gestionarea modificărilor și solicitările de\nservicii noi""},{""pn"":""RED-PEN-B-E-B-9"",""score"":9,""on"":[""data final (71d)""],""ref"":""04.09.2025"",""desc"":""servicii de pentest""},{""pn"":""ORO-TEM-L-10000"",""score"":8,""on"":[""data final (69d)""],""ref"":"""",""desc"":""licenta anuala fendly""}]",
accounting:BT.R.BIT 97,BT.R.BIT 97,SELGROS CASH & CARRY SRL,exact,2025-12-23,RON,,250,1539.15,SCORED,HIGH,BLUE-IR-OC-5,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incident Response,ANEXA 2 - SERVICII RECURENTE DE SECURITATE ANEXA 2 - SERVICII RECURENTE DE SECURITATE INFORMATICA On-call Incident Response ACT ADITIONAL NR. 1 din 6.11.2023 CO,25,"org exact; score=88 margin=34 on [contract#, amount~final, desc~0.30]; 1 distinct part# near top","[{""pn"":""BLUE-IR-OC-5"",""score"":88,""on"":[""contract#"",""amount~final"",""desc~0.30""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incid""},{""pn"":""CONSULTANCY-MISC-10"",""score"":54,""on"":[""contract#"",""desc~0.16""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy S""},{""pn"":""RED-AUDIT-A-20"",""score"":53,""on"":[""contract#""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.R.BIT 98,BT.R.BIT 98,SELGROS CASH & CARRY SRL,exact,2025-12-23,RON,,500,3078.3,SCORED,HIGH,CONSULTANCY-MISC-10,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy Services,ANEXA 3 - SERVICII RECURENTE DE SECURITATE ANEXA 3 - SERVICII RECURENTE DE SECURITATE INFORMATICA Consultancy Services ACT ADITIONAL NR. 1 din 6.11.2023 CONTRAC,24,"org exact; score=87 margin=33 on [contract#, amount~final, desc~0.27]; 1 distinct part# near top","[{""pn"":""CONSULTANCY-MISC-10"",""score"":87,""on"":[""contract#"",""amount~final"",""desc~0.27""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy S""},{""pn"":""BLUE-IR-OC-5"",""score"":54,""on"":[""contract#"",""desc~0.16""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incid""},{""pn"":""RED-AUDIT-A-20"",""score"":53,""on"":[""contract#""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.R.BIT 99,BT.R.BIT 99,"SCA ""ZAMFIRESCU RACOTI VASILE AND PARTNERS """,none,2025-12-23,RON,,1150,7080.09,UNRESOLVED,NONE,,,,,,,"SERVICII CONTRACT NR. 284/29.01.2024 SERVICII CONTRACT NR. 284/29.01.2024 ANEXA 1 - SERVICII RECURENTE DE SECURITATE, 1150 EUR+TVA la cursul BNR 5.0881",0,org not found in tracker,[],
accounting:BT.R.BIT 100,BT.R.BIT 100,NESTLERS & PARTNERS SRL,exact,2025-12-23,RON,,500,3078.3,SCORED,HIGH,BLUE-MDR-C-5,Nr. 273/02.10.2023,final,2024,BSS,servicii de MDR,"SERVICII CONTRACT 273/02.10.2023 SERVICII CONTRACT 273/02.10.2023 ACT ADITIONAL NR. 1 DIN 19.03.2024, 500 EUR+TVA la cursul BNR 5.0881",3,"org exact; score=82 margin=0 on [contract#, amount~final]; 1 distinct part# near top","[{""pn"":""BLUE-MDR-C-5"",""score"":82,""on"":[""contract#"",""amount~final""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-5"",""score"":82,""on"":[""contract#"",""amount~final""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""RED-PEN-B-E-B-5"",""score"":51,""on"":[""contract#""],""ref"":""273/02.10.2023"",""desc"":""servicii de pentest""}]",
accounting:BT.R.BIT 101,BT.R.BIT 101,MILLENIUM PRO DESIGN SRL,exact,2025-12-23,RON,,1800,11081.88,SCORED,HIGH,BLUE-MDR-C-12,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,final,2025,BSS,servicii de MDR,SERVICII RECURENTE DE SECURITATE INFORMATICA SERVICII RECURENTE DE SECURITATE INFORMATICA Conform Anexa 1 la Contractul de prestari servicii nr. 325 din 31.3.20,3,"org exact; score=84 margin=30 on [contract#, amount~final, data final (237d)]; 1 distinct part# near top","[{""pn"":""BLUE-MDR-C-12"",""score"":84,""on"":[""contract#"",""amount~final"",""data final (237d)""],""ref"":""Act aditional nr. 1 din 21.3.2025 la con"",""desc"":""servicii de MDR""},{""pn"":""BLUE-IR-5"",""score"":54,""on"":[""contract#"",""data avans (334d)""],""ref"":""Nr. 325/15.1.2025"",""desc"":""servicii de investigatie""},{""pn"":""RED-PEN-B-I-B-50"",""score"":54,""on"":[""contract#"",""data avans (334d)""],""ref"":""Nr. 325/15.1.2025"",""desc"":""servicii de pentest""}]",
accounting:BT.R.BIT 102,BT.R.BIT 102,GRAFTEX PRODCOM SRL,exact,2025-12-23,RON,,1100,6772.26,DETERMINISTIC,HIGH,BLUE-MDR-C-6,Contract cadru de prestari servicii nr. 334 din 31.3.2025,,2025,BSS,servicii de MDR,SERVICII RECURENTE DE SECURITATE INFORMATICA SERVICII RECURENTE DE SECURITATE INFORMATICA Conform Anexa 1 la Contractul de prestari servicii nr. 334 din 31.3.20,1,org exact; unique part# via contract 334,"[{""pn"":""BLUE-MDR-C-6"",""score"":100,""on"":[""contract#""],""ref"":""Contract cadru de prestari servicii nr. "",""desc"":""servicii de MDR""}]",
accounting:BT.R.BIT 103,BT.R.BIT 103,ART & CRAFT DESIGN SRL,exact,2025-12-23,RON,,400,2462.64,DETERMINISTIC,HIGH,BLUE-MDR-C-6,Contract cadru de prestari servicii nr. 335 din 31.3.2025,,2025,BSS,servicii de MDR,SERVICII RECURENTE DE SECURITATE INFORMATICA SERVICII RECURENTE DE SECURITATE INFORMATICA Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.20,1,org exact; unique part# via contract 335,"[{""pn"":""BLUE-MDR-C-6"",""score"":100,""on"":[""contract#""],""ref"":""Contract cadru de prestari servicii nr. "",""desc"":""servicii de MDR""}]",
accounting:BT.R.BIT 104,BT.R.BIT 104,PRIMONET RO SRL,exact,2025-12-23,RON,,500,3078.3,DETERMINISTIC,HIGH,BLUE-MDR-C-5,332/3.3.2025,,2025,BSS,servicii de MDR,"SERVICII RECURENTE DE SECURITATE INFORMATICA SERVICII RECURENTE DE SECURITATE INFORMATICA Conform Contractul nr. 332/3.3.2025, 500 EUR+TVA la cursul BNR 5.0881",2,org exact; unique part# via contract 332,"[{""pn"":""BLUE-MDR-C-5"",""score"":100,""on"":[""contract#""],""ref"":""332/3.3.2025"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-5"",""score"":100,""on"":[""contract#""],""ref"":""332/3.3.2025"",""desc"":""servicii de MDR""}]",
accounting:BT.R.BIT 105,BT.R.BIT 105,DECO CENTER SRL,none,2025-12-23,RON,,344.25,2119.41,UNRESOLVED,NONE,,,,,,,SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 880/13.08.2025 / NR. 353/13,0,org not found in tracker,[],
accounting:BT.R.BIT 106,BT.R.BIT 106,LAMAJOLE S.R.L.,none,2025-12-23,RON,,344.25,2119.41,UNRESOLVED,NONE,,,,,,,SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1022/13.08.2025 / NR. 1022/,0,org not found in tracker,[],
accounting:BT.R.BIT 107,BT.R.BIT 107,MENDOLA PRO SRL,none,2025-12-23,RON,,344.25,2119.41,UNRESOLVED,NONE,,,,,,,SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 1223/13.08.2025 / NR. 352/1,0,org not found in tracker,[],
accounting:BT.R.BIT 108,BT.R.BIT 108,ROSECO SRL,none,2025-12-23,RON,,344.25,2119.41,UNRESOLVED,NONE,,,,,,,SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE DE SECURITATE INFORMATICA la contractul NR. 133/13.8.2025 / Nr. 355/13.,0,org not found in tracker,[],
accounting:BT.R.BIT 109,BT.R.BIT 109,DIGITIZE TECH S.R.L.,exact,2025-12-23,RON,,,15125,SCORED,LOW,BLUE-MDR-C-10,Contract de furnizare servicii DT25090101/1.9.2025,,2025,BSS,servicii de MDR,"SERVICII RECURENTE CONFORM ANEXA 1 SERVICII RECURENTE CONFORM ANEXA 1 Servicii de monitorizare SOC, conform anexe 1 la Contractul nr. DT25090101/1.09.2025",2,org exact; score=10 margin=0 on [data final (85d)]; 2 distinct part# near top,"[{""pn"":""BLUE-MDR-C-10"",""score"":10,""on"":[""data final (85d)""],""ref"":""Contract de furnizare servicii DT2509010"",""desc"":""servicii de MDR""},{""pn"":""RED-VA-I-B-100"",""score"":10,""on"":[""data final (85d)""],""ref"":""Contract de furnizare servicii DT2509010"",""desc"":""servicii de VA""}]",
accounting:BT.BIT 1010,BT.BIT 1010,ORANGE ROMANIA SA,exact,2026-01-12,RON,,18750,246139.16,SCORED,LOW,BLUE-INTEGRATION,28.11.2024,final,2024,BSS,servicii de consultanta,"Backend Development and Integration Backend Development and Integration Nr Notificare C1252456, PO00160149, Nr Receptie OPA_74359, (18.750 euro+TVA la cursul BN",30,"org exact; score=26 margin=3 on [amount~final, data final (328d)]; 5 distinct part# near top","[{""pn"":""BLUE-INTEGRATION"",""score"":26,""on"":[""amount~final"",""data final (328d)""],""ref"":""28.11.2024"",""desc"":""servicii de consultanta""},{""pn"":""ORO-TEM-DEV-100"",""score"":23,""on"":[""amount~final""],""ref"":""PO00062657"",""desc"":""Software development\nservices for CR4\nimplementation""},{""pn"":""CYBEREDU-MISC"",""score"":22,""on"":[""amount~final""],""ref"":""PO 40407868"",""desc"":""multiple services""}]","[{""service"":""Backend Development and Integration | Backend Development an"",""partNumber"":""BLUE-INTEGRATION"",""score"":26,""on"":[""amount~final"",""data final (328d)""]},{""service"":""Deployment and Bug Tracking | Deployment and Bug Tracking | "",""partNumber"":""RED-PEN-B-I-B-50"",""score"":22,""on"":[""amount~final""]},{""service"":""Frontend Development and Integration | Frontend Development "",""partNumber"":""RED-PEN-B-E-B-25"",""score"":33,""on"":[""amount~final"",""data final (208d)""]}]"
accounting:BT.BIT 1011,BT.BIT 1011,ORANGE ROMANIA SA,exact,2026-01-20,RON,,11922.53,60710.71,SCORED,LOW,CYBEREDU-RUN-EX-1,,final,2024,CYE,,"Servicii profesionale, U.M. 0296 Bucuresti Servicii profesionale, U.M. 0296 Bucuresti Nr Notificare O1251991, PO00161296, Nr Receptie 11014204",34,org exact; score=30 margin=8 on [amount~final]; 4 distinct part# near top,"[{""pn"":""CYBEREDU-RUN-EX-1"",""score"":30,""on"":[""amount~final""],""ref"":"""",""desc"":""""},{""pn"":""RED-MISC-10"",""score"":22,""on"":[""amount~final""],""ref"":""PO 40448315"",""desc"":""teste de tip pentest stress test""},{""pn"":""ORO-TEM-DEV-100"",""score"":22,""on"":[""amount~final""],""ref"":""PO00032455"",""desc"":""extra dev tem""}]",
accounting:BT.R.BIT 113,BT.R.BIT 113,DONA. LOGISTICA S.A.,exact,2026-01-20,RON,,1539.65,9486.46,DETERMINISTIC,HIGH,BLUE-MDR-C-725,296/6.8.2024,,2024,BSS,servicii de MDR,"SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 ACT ADITIONAL NR. 2 DIN 3.9.2025 , 1539.65 EUR+TVA la cursul BNR 5",2,org exact; unique part# via contract 296,"[{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""296/6.8.2024"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""ACT ADITIONAL NR. 2 DIN 3.9.2025 la cont"",""desc"":""servicii de MDR""}]",
accounting:BT.R.BIT 114,BT.R.BIT 114,DONA. LOGISTICA S.A.,exact,2026-01-20,RON,,1539.65,9486.46,DETERMINISTIC,HIGH,BLUE-MDR-C-725,296/6.8.2024,,2024,BSS,servicii de MDR,"SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 ACT ADITIONAL NR. 2 DIN 3.9.2025 , 1539.65 EUR+TVA la cursul BNR 5",2,org exact; unique part# via contract 296,"[{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""296/6.8.2024"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-725"",""score"":100,""on"":[""contract#""],""ref"":""ACT ADITIONAL NR. 2 DIN 3.9.2025 la cont"",""desc"":""servicii de MDR""}]",
accounting:BT.R.BIT 115,BT.R.BIT 115,DONA MARKETING GRUP SRL,none,2026-01-20,RON,,659.85,4065.62,UNRESOLVED,NONE,,,,,,,"SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 ACT ADITIONAL NR. 2 DIN 3.9.2025 , 659.85 EUR+TVA la cursul BNR 5.",0,org not found in tracker,[],
accounting:BT.R.BIT 116,BT.R.BIT 116,DONA. CARGO S.R.L.,exact,2026-01-20,RON,,439.9,2710.41,SCORED,LOW,RED-NIS-C-PEN-300,264/04.05.2023,,2023,BSS,servicii de audit + pentest nis,"SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 SERVICII CONFORM CONTRACT NR. 296 / 06.08.2024 ACT ADITIONAL NR. 2 DIN 3.9.2025 , 439.90 EUR+TVA la cursul BNR 5.",2,org exact; score=1 margin=0 on []; 2 distinct part# near top,"[{""pn"":""RED-NIS-C-PEN-300"",""score"":1,""on"":[],""ref"":""264/04.05.2023"",""desc"":""servicii de audit + pentest nis""},{""pn"":""RED-NIS-C-AUDIT-300"",""score"":1,""on"":[],""ref"":""264/04.05.2023"",""desc"":""servicii de audit + pentest nis""}]",
accounting:BT.R.BIT 117,BT.R.BIT 117,SANVERO HEALTHCARE S.R.L.,none,2026-01-20,RON,,219.95,1355.21,UNRESOLVED,NONE,,,,,,,"SERVICII CONTRACT-CADRU DE PRESTARI SERVICII SERVICII CONTRACT-CADRU DE PRESTARI SERVICII Ctr. NR. 296 / 06.08.2024, 219.95 EUR+TVA la cursul BNR 5.0921",0,org not found in tracker,[],
accounting:BT.R.BIT 118,BT.R.BIT 118,SILKWEB S.A.,exact,2026-01-20,RON,,625,3850.9,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,"SERVICII ACT ADITIONAL NR. 7 DIN 25.3.2025 SERVICII ACT ADITIONAL NR. 7 DIN 25.3.2025 CONTRACT DE PRESTARI SERVICII Nr. 195/29.06.2021, 625 EUR+TVA la cursul BN",1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.R.BIT 119,BT.R.BIT 119,SILKWEB S.A.,exact,2026-01-20,RON,,1350,8317.95,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,"SERVICII ACT ADITIONAL NR. 8 DIN 25.03.2025 SERVICII ACT ADITIONAL NR. 8 DIN 25.03.2025 CONTRACT DE PRESTARI SERVICII Nr. 195/29.06.2021, 1350 EUR+TVA la cursul",1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.R.BIT 120,BT.R.BIT 120,UNITED MEDIA SERVICES SRL,exact,2026-01-20,RON,,1250,7701.8,SCORED,HIGH,BLUE-MDR-C-119,CONTRACT-CADRU DE PRESTARI SERVICII NR. 346/7.7.2025,final,2025,BSS,Servicii de monitorizare MDR,SERVICII CONTRACT DE PRESTARI SERVICII NR. 346/7.7.2025 SERVICII CONTRACT DE PRESTARI SERVICII NR. 346/7.7.2025 1250 EUR+TVA la cursul BNR 5.0921,6,"org exact; score=85 margin=32 on [contract#, amount~final, data final (169d)]; 1 distinct part# near top","[{""pn"":""BLUE-MDR-C-119"",""score"":85,""on"":[""contract#"",""amount~final"",""data final (169d)""],""ref"":""CONTRACT-CADRU DE PRESTARI SERVICII NR. "",""desc"":""Servicii de monitorizare MDR""},{""pn"":""RED-VA-I-S-100"",""score"":53,""on"":[""contract#"",""data final (181d)""],""ref"":""CONTRACT-CADRU DE PRESTARI SERVICII NR. "",""desc"":""VA""},{""pn"":""PHISH-T-FM-FM-100-12"",""score"":53,""on"":[""contract#"",""data final (181d)""],""ref"":""CONTRACT-CADRU DE PRESTARI SERVICII NR. "",""desc"":""Phish Enterprise - Training anual si 1 campanie phish trimes""}]",
accounting:BT.R.BIT 121,BT.R.BIT 121,KEYSIGHT TECHNOLOGIES RO SRL,exact,2026-01-20,RON,,6000,36968.65,SCORED,MEDIUM,KS-MM-RD-2,NO. 5 OF 04.10.2023,final,2023,BSS,RECURRENT INFORMATION SECURITY SERVICES,"PENETRATION TESTING SERVICES FOR JAN 2026 PENETRATION TESTING SERVICES FOR JAN 2026 Purchase Order Number 9068003039, 6000 EUR+TVA la cursul BNR 5.0921",25,"org exact; score=34 margin=30 on [amount~final, data final (169d)]; 1 distinct part# near top","[{""pn"":""KS-MM-RD-2"",""score"":34,""on"":[""amount~final"",""data final (169d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":4,""on"":[""data final (352d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":4,""on"":[""data final (223d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
